sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step,model_modification,layers_modified,heads_modified
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.019037095246941527,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03483382703716498,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.3006157683615993,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09337150479242007,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07060495601526862,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02229083217253136,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.018373922142474575,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0465347053903894,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.29987909483923436,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06301504058045615,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06478267803286741,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.026177463725562844,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.011762080285804055,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.029753834187976724,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.24710510057703317,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07279710608997947,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0411068326704801,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a magic act.,act,act,Different Sense,0.01297364195694628,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.008152514719811932,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.016871114410581645,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19162180630439707,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.04209564413910449,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.032067157032330984,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.016888324002799604,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.01784563058811539,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.03926353988761111,2,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.1278176094840855,3,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.056441664250618695,4,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.042016434358243204,5,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.012957391781278305,6,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0,0,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.009524893893506081,1,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.02320490506562778,2,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.18958613678392,3,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.07482247310282608,4,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0561448708260639,5,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.02707677582351553,6,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,9.572515113909219e-09,0,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.011918085916254428,1,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.021267653446002233,2,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.06520272089757562,3,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.042127953635445636,4,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.03208991683598872,5,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.01471606753589505,6,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,9.572515113909219e-09,0,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.00941676482833076,1,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.026632917477494522,2,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.27972103365184997,3,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.08040895854623598,4,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.06872099701916745,5,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.023752720116311354,6,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step58000,58000,ablate_zero,[2],[3]
