sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04054844379425049,1,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05138212442398071,2,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05786240100860596,3,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06253582239151001,4,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0634804368019104,5,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06449568271636963,6,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06451249122619629,7,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06485027074813843,8,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06520318984985352,9,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06428319215774536,10,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06552374362945557,11,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06389355659484863,12,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06416428089141846,13,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0632396936416626,14,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0628771185874939,15,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06341719627380371,16,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06423896551132202,17,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06406152248382568,18,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06414365768432617,19,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06415694952011108,20,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06389933824539185,21,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06336963176727295,22,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06271588802337646,23,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.062423765659332275,24,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06281834840774536,25,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step4,4
