sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.00990060587026731,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.032780422018499844,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.25980985656947864,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08213198147099166,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06439683024184994,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.027696620102452885,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.015875376774278194,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04714576898635492,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2735720451858593,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07206124727477636,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06172254833621127,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0252177270941345,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.007215923616517239,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.026447847507371502,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.25975269707147197,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.042729698141403705,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03026019308734995,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.014028412171634086,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.009570234821568602,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.023312143036518407,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1949522823340799,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.04448468765301561,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.039644062268492486,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.018419307574828125,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.014077813756713131,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.03417374299555964,2,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.12177318119337,3,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05714697599690366,4,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.04634105479962913,5,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.019379247585668002,6,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0,0,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.00826280350547215,1,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0263294172124513,2,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.1780689052392046,3,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.06694030266932793,4,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.045732596284399296,5,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.024009057579655213,6,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0,0,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.009361531041478854,1,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.014015410742193146,2,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.05170388671884718,3,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.030330949522137773,4,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.026097080001202255,5,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.01883146391515489,6,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0,0,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.006113744376401553,1,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.016399235389135014,2,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.2925913704796338,3,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.05178975155485577,4,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.053589928660044195,5,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.032240372290234576,6,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step51000,51000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0,0,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step51000,51000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.010517996954907072,1,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step51000,51000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.03606253515092828,2,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step51000,51000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.15909380640581627,3,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step51000,51000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.05281856083392855,4,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step51000,51000
