sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05151939392089844,1,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06495910882949829,2,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06206744909286499,3,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05681484937667847,4,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05585670471191406,5,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.049441516399383545,6,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04653292894363403,7,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04345756769180298,8,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.040018558502197266,9,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.038096725940704346,10,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03634136915206909,11,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.034110307693481445,12,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.031999945640563965,13,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.029278039932250977,14,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.027093231678009033,15,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.025191962718963623,16,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02359771728515625,17,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.022094547748565674,18,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.020545542240142822,19,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.019336223602294922,20,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.018289566040039062,21,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01702350378036499,22,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01595383882522583,23,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.014908909797668457,24,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.013971805572509766,25,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.013026654720306396,26,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.012082278728485107,27,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.011169254779815674,28,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.010236620903015137,29,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.00942295789718628,30,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.00865405797958374,31,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step512,512
