sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09666447110971044,1,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10732225363327519,2,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1558227968223327,3,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07370886017909828,4,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08319912118706196,5,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.016610255681117847,6,2.181818182,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10570019889006066,1,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.12341849027717744,2,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15299063268614754,3,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07729103576401042,4,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09624578699696695,5,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.01876195787828494,6,2.0,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.10761212988981772,1,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1108777949435844,2,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.16215367291460736,3,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.06442108774753252,4,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.06687226151566072,5,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0125680706942356,6,2.818181818,7,6,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0934025566733464,1,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.10882112855383663,2,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1144522081224365,3,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.055032272551851946,4,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.07460177413794866,5,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.015124142619379888,6,2.80952381,7,7,0,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.050356688033375674,1,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.07775456238127498,2,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.12249284592376963,3,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05623119266155219,4,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.06584027843262308,5,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.014601399378326052,6,3.9,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0,0,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.1065957674871657,1,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0998296983967566,2,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.1345200938703659,3,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.05421129012797821,4,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.050455236524642455,5,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.010574684862106665,6,3.764705882,6,7,1,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,1.911130809162387e-09,0,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.07974379629111628,1,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.10088732096256958,2,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.13474564048368198,3,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.04466863385350217,4,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.056207426072233724,5,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.01528270343081728,6,1.571428571,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,1.911130809162387e-09,0,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.08356407682587508,1,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.1062833535531239,2,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.16849518126564123,3,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.06488240920127497,4,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.07793988667329455,5,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0222771851096778,6,1.0,6,6,0,70426624,EleutherAI/pythia-70m,step84000,84000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,1.911130809162387e-09,0,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step84000,84000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.07541962789838152,1,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step84000,84000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.08630067558739307,2,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step84000,84000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.1639218573433474,3,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step84000,84000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.041216369658679364,4,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step84000,84000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.047547937193746614,5,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step84000,84000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.016497035404356764,6,1.235294118,8,6,2,70426624,EleutherAI/pythia-70m,step84000,84000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,1.911130809162387e-09,0,0.714285714,8,6,2,70426624,EleutherAI/pythia-70m,step84000,84000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.06392583471898461,1,0.714285714,8,6,2,70426624,EleutherAI/pythia-70m,step84000,84000
