sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01125955581665039,1,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03686320781707764,2,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06881767511367798,3,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11523705720901489,4,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1578671932220459,5,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1521221399307251,6,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.14542019367218018,7,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13411414623260498,8,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.14659959077835083,9,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.15540140867233276,10,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.15161418914794922,11,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1533554196357727,12,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.14857453107833862,13,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13207560777664185,14,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11294668912887573,15,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10415983200073242,16,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09228247404098511,17,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08381330966949463,18,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07477855682373047,19,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0657278299331665,20,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06219899654388428,21,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06302952766418457,22,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.061503827571868896,23,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.062113046646118164,24,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06448441743850708,25,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06723856925964355,26,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07129025459289551,27,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07725000381469727,28,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08418911695480347,29,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08979195356369019,30,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0963016152381897,31,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.104114830493927,32,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11152207851409912,33,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1248781681060791,34,2.181818182,6,6,0,11846072320,EleutherAI/pythia-12b,step51000,51000
