sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.040334463119506836,1,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05080193281173706,2,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05658215284347534,3,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.059375226497650146,4,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05852174758911133,5,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.056910574436187744,6,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.055320560932159424,7,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05403316020965576,8,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05166667699813843,9,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.048828065395355225,10,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04866921901702881,11,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.045709311962127686,12,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04440140724182129,13,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04250591993331909,14,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0412943959236145,15,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04027587175369263,16,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03981524705886841,17,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.038891375064849854,18,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03782147169113159,19,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03693974018096924,20,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.036047518253326416,21,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03508847951889038,22,2.181818182,6,6,0,6857302016,EleutherAI/pythia-6.9b,step16,16
