sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.022323131561279297,1,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.028966128826141357,2,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03283202648162842,3,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.033128201961517334,4,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03387320041656494,5,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03347545862197876,6,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.031284987926483154,7,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02959352731704712,8,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.027408123016357422,9,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02560669183731079,10,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02341395616531372,11,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.021842360496520996,12,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.019996821880340576,13,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.018140792846679688,14,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.016781926155090332,15,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.015318512916564941,16,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01415109634399414,17,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.013180971145629883,18,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0120316743850708,19,2.181818182,6,6,0,2775208960,EleutherAI/pythia-2.8b,step32,32
