sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02931767702102661,1,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.055845022201538086,2,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.051055848598480225,3,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0544661283493042,4,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05370783805847168,5,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04862886667251587,6,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04659479856491089,7,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04311400651931763,8,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04105621576309204,9,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.039404451847076416,10,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03852975368499756,11,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03683286905288696,12,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03528773784637451,13,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03313624858856201,14,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03211677074432373,15,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.029578030109405518,16,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.030745983123779297,1,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05870622396469116,2,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06752139329910278,3,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0791061520576477,4,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09459590911865234,5,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0905221700668335,6,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08845818042755127,7,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08630979061126709,8,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08502703905105591,9,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08411312103271484,10,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08195185661315918,11,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07868224382400513,12,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07462173700332642,13,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07064926624298096,14,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06764417886734009,15,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.061298251152038574,16,2.0,6,7,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a humane act.,It was a magic act.,act,act,Different Sense,0.032470703125,1,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a humane act.,It was a magic act.,act,act,Different Sense,0.055058836936950684,2,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a humane act.,It was a magic act.,act,act,Different Sense,0.053784966468811035,3,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a humane act.,It was a magic act.,act,act,Different Sense,0.05128002166748047,4,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a humane act.,It was a magic act.,act,act,Different Sense,0.050164997577667236,5,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step512,512
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04559040069580078,6,2.818181818,7,6,1,1011781632,EleutherAI/pythia-1b,step512,512
