sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03204917907714844,1,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.040535032749176025,2,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04209977388381958,3,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04494905471801758,4,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04688394069671631,5,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04802572727203369,6,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.048584699630737305,7,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.048346519470214844,8,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04760974645614624,9,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04794800281524658,10,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.045655131340026855,11,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04442352056503296,12,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04383265972137451,13,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04278212785720825,14,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.043039798736572266,15,2.181818182,6,6,0,1011781632,EleutherAI/pythia-1b,step8,8
