sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step,model_modification,layers_modified,heads_modified
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step73000,73000,ablate_copy_step1,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.014954090118408203,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step73000,73000,ablate_copy_step1,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.031213104724884033,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step73000,73000,ablate_copy_step1,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2356817126274109,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step73000,73000,ablate_copy_step1,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.027197837829589844,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step73000,73000,ablate_copy_step1,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.022750914096832275,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step73000,73000,ablate_copy_step1,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.001002669334411621,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step73000,73000,ablate_copy_step1,[2],[0]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step73000,73000,ablate_copy_step1,[2],[0]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.022765159606933594,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step73000,73000,ablate_copy_step1,[2],[0]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05385786294937134,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step73000,73000,ablate_copy_step1,[2],[0]
