sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step,model_modification,layers_modified,heads_modified
It was a desperate act.,It was a magic act.,act,act,Different Sense,1.070450039719617e-08,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04522455756604371,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05045143403749297,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2939969885865933,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1526661172209196,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.14480677738567205,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11436325350451648,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,1.070450039719617e-08,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.037348003748522984,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.041767767128200184,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.40949162005309103,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.11519947471537517,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step8000,8000,ablate_copy_step1,[2],[3]
