sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate act.,act,act, desperate,0.007270961068570614,1.7725830078125,0,0,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.0212299432605505,1.7555408477783203,1,0,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.4487306773662567,1.775124192237854,2,0,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.29018792510032654,1.7851325273513794,3,0,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.0924498587846756,1.7154078483581543,0,1,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.4660770893096924,1.7790926694869995,1,1,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.08113042265176773,1.7670124769210815,2,1,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,6.411959020624636e-06,1.7494800090789795,3,1,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.5420876145362854,1.7718864679336548,0,2,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.7422217726707458,1.7470508813858032,1,2,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.20067162811756134,1.7843797206878662,2,2,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.10200987011194229,1.7654324769973755,3,2,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.004407613538205624,1.7312562465667725,0,3,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,2.8651043976424262e-05,1.692300796508789,1,3,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,6.411567454733813e-08,1.6914253234863281,2,3,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,1.0003496981880744e-06,1.6915979385375977,3,3,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.155035138130188,1.735325574874878,0,4,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.0008559006964787841,1.6916383504867554,1,4,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.4190661907196045,1.7829228639602661,2,4,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,0.004531210288405418,1.6930718421936035,3,4,14067712,EleutherAI/pythia-14m,step82000,82000
It was a desperate act.,act,act, desperate,3.0307368357985317e-30,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step82000,82000
