sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate act.,act,act, desperate,0.018077008426189423,1.764115810394287,0,0,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.01287001371383667,1.767680287361145,1,0,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.039262834936380386,1.728131890296936,2,0,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.4131764769554138,1.7813961505889893,3,0,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.0605127215385437,1.7125670909881592,0,1,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.4821873903274536,1.7787799835205078,1,1,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.0480365976691246,1.7753627300262451,2,1,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.00020368551486171782,1.757072925567627,3,1,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.6098269820213318,1.7656152248382568,0,2,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.7633516192436218,1.7434355020523071,1,2,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.1377802938222885,1.7796745300292969,2,2,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.14182357490062714,1.7647960186004639,3,2,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.04715561866760254,1.7488903999328613,0,3,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.26314467191696167,1.78711998462677,1,3,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,5.343795237422455e-06,1.6916511058807373,2,3,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,2.9634140901180217e-06,1.6917825937271118,3,3,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.1642228215932846,1.781456470489502,0,4,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.04242619872093201,1.721877098083496,1,4,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.30064427852630615,1.7855068445205688,2,4,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.36931660771369934,1.784749984741211,3,4,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,1.051163027856488e-19,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,6.4643622033742125e-19,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,0.23879274725914001,1.7844303846359253,2,5,14067712,EleutherAI/pythia-14m,step48000,48000
It was a desperate act.,act,act, desperate,6.009133468598549e-11,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step48000,48000
It was a humane act.,act,act, humane,0.011080053634941578,1.9193307161331177,0,0,14067712,EleutherAI/pythia-14m,step48000,48000
It was a humane act.,act,act, humane,0.010964972898364067,1.9242050647735596,1,0,14067712,EleutherAI/pythia-14m,step48000,48000
It was a humane act.,act,act, humane,0.04875542223453522,1.8959766626358032,2,0,14067712,EleutherAI/pythia-14m,step48000,48000
It was a humane act.,act,act, humane,0.07844866812229156,1.9388617277145386,3,0,14067712,EleutherAI/pythia-14m,step48000,48000
It was a humane act.,act,act, humane,0.05360023304820061,1.8783551454544067,0,1,14067712,EleutherAI/pythia-14m,step48000,48000
It was a humane act.,act,act, humane,0.21073675155639648,1.9419763088226318,1,1,14067712,EleutherAI/pythia-14m,step48000,48000
It was a humane act.,act,act, humane,0.04744493588805199,1.9260296821594238,2,1,14067712,EleutherAI/pythia-14m,step48000,48000
It was a humane act.,act,act, humane,0.0008926995215006173,1.9052573442459106,3,1,14067712,EleutherAI/pythia-14m,step48000,48000
