sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate act.,act,act, desperate,0.0070069702342152596,1.771315336227417,0,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.026865428313612938,1.7516207695007324,1,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.41836023330688477,1.7761504650115967,2,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.22523581981658936,1.7840632200241089,3,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.08124490827322006,1.7129285335540771,0,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.42879197001457214,1.7814966440200806,1,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.202214315533638,1.780038595199585,2,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,1.3601603313873056e-05,1.7584925889968872,3,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.5448113083839417,1.7715784311294556,0,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.7525719404220581,1.7453789710998535,1,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.20618213713169098,1.7849452495574951,2,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.11697553098201752,1.7656774520874023,3,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.023524770513176918,1.763465404510498,0,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.15035013854503632,1.7828925848007202,1,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,6.78349891813923e-08,1.698196530342102,2,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,6.780607236578362e-06,1.693016767501831,3,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.026576897129416466,1.70448637008667,0,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,6.7744654188572895e-06,1.69140625,1,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.3510323464870453,1.7858623266220093,2,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,1.0818363080034032e-05,1.7476106882095337,3,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,4.960913580597661e-26,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,2.64101601699096e-10,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.1371556669473648,1.7723114490509033,2,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a desperate act.,act,act, desperate,0.999984860420227,1.691408395767212,3,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.012419914826750755,1.9272980690002441,0,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.0024963091127574444,1.9036110639572144,1,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.05962328240275383,1.9233922958374023,2,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.12361487746238708,1.9401850700378418,3,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.017642593011260033,1.8623014688491821,0,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.19995298981666565,1.9400581121444702,1,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.0065707070752978325,1.9196445941925049,2,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,5.3083884267834947e-05,1.9175918102264404,3,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.19319821894168854,1.9364029169082642,0,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.46365469694137573,1.8914663791656494,1,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.11155909299850464,1.936640977859497,2,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.01622590608894825,1.9202561378479004,3,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.05233771726489067,1.9313863515853882,0,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.10916374623775482,1.9398770332336426,1,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.0023007418494671583,1.867287516593933,2,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.01736213080585003,1.8637290000915527,3,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.00047000503400340676,1.862194538116455,0,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,5.872413666452303e-11,1.8536312580108643,1,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.07975722849369049,1.938119888305664,2,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.017265789210796356,1.8917324542999268,3,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,4.12663605496513e-20,1.8536312580108643,0,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,1.0933951671177056e-05,1.8536367416381836,1,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,4.0587069634057116e-06,1.9024717807769775,2,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a humane act.,act,act, humane,0.49985650181770325,1.853703260421753,3,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.002821075264364481,1.7710154056549072,0,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,9.816203237278387e-05,1.7482843399047852,1,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.1238505020737648,1.7687796354293823,2,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.28425049781799316,1.784206509590149,3,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.18676649034023285,1.7342325448989868,0,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.3461967706680298,1.7840219736099243,1,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.1164192482829094,1.7754271030426025,2,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,4.461298431124305e-06,1.7571412324905396,3,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.27832889556884766,1.7831021547317505,0,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.8979276418685913,1.7169970273971558,1,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.26367783546447754,1.7838995456695557,2,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.04225299134850502,1.7612802982330322,3,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.016704361885786057,1.7718647718429565,0,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.06755159795284271,1.7648018598556519,1,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,1.1128065580123803e-06,1.7044966220855713,2,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,4.053061638842337e-05,1.6935670375823975,3,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.0087856100872159,1.7029531002044678,0,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,4.262382446995616e-09,1.6914043426513672,1,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.19437475502490997,1.7865965366363525,2,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,0.00010828041558852419,1.7691080570220947,3,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,2.040819596649257e-10,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,5.5405209423042834e-05,1.6914196014404297,1,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,4.035800429846859e-06,1.7223320007324219,2,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a magic act.,act,act, magic,1.0,1.6914043426513672,3,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.17854870855808258,1.7870588302612305,0,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.02718443237245083,1.7795782089233398,1,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.29819226264953613,1.7825409173965454,2,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.2209015190601349,1.7651114463806152,3,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.07955461740493774,1.7125715017318726,0,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.2125658392906189,1.7865294218063354,1,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.04760434478521347,1.7813596725463867,2,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,6.434776622654681e-08,1.702376127243042,3,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.24099546670913696,1.777883768081665,0,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.7819365859031677,1.7404048442840576,1,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.16524705290794373,1.787331461906433,2,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.041136469691991806,1.7707220315933228,3,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.0012705265544354916,1.7119919061660767,0,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.0036742286756634712,1.759286880493164,1,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,5.024965686606375e-12,1.6914043426513672,2,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,7.4079111733738046e-09,1.691408395767212,3,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.00013484538067132235,1.6920053958892822,0,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,4.406940590229169e-08,1.6914045810699463,1,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.23069149255752563,1.7865046262741089,2,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,3.3768929492972166e-12,1.6914050579071045,3,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,3.318638204290874e-37,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,4.978776231215473e-15,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.4481193423271179,1.7684612274169922,2,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had a universal appeal.,appeal,appeal, universal,0.012701303698122501,1.7022448778152466,3,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.04469039663672447,2.0736799240112305,0,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.03359931707382202,2.0635077953338623,1,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.07731606811285019,2.069857597351074,2,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.01814451813697815,2.048208713531494,3,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.013010956346988678,2.0031449794769287,0,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.12945015728473663,2.07438588142395,1,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.17076751589775085,2.0650033950805664,2,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,6.695833690173458e-06,2.0194249153137207,3,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.09198840707540512,2.0661587715148926,0,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.3013078570365906,2.0369677543640137,1,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.11552561819553375,2.0766701698303223,2,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.031057683750987053,2.066845417022705,3,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.11177858710289001,2.065502643585205,0,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.10206775367259979,2.0465023517608643,1,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.0035846063401550055,1.9970998764038086,2,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.009850217029452324,2.004201889038086,3,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.009767033159732819,2.0016016960144043,0,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.0014851748710498214,1.9953309297561646,1,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.058713026344776154,2.074214458465576,2,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,2.226619111311834e-09,1.9943008422851562,3,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,2.3667996837083328e-29,1.9943008422851562,0,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.3083190321922302,2.0103259086608887,1,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.00020887312712147832,2.0556912422180176,2,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had an undefinable appeal.,appeal,appeal, undefinable,0.004310990683734417,1.9991594552993774,3,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.17461025714874268,1.7870148420333862,0,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.04984452947974205,1.7806389331817627,1,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.09667294472455978,1.7777762413024902,2,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.5894681811332703,1.76432204246521,3,0,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.020531756803393364,1.6986051797866821,0,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.23026658594608307,1.7870380878448486,1,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.07177601009607315,1.7840051651000977,2,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,2.9335283215914387e-06,1.7064156532287598,3,1,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.2760372757911682,1.7747342586517334,0,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.7948434948921204,1.7380913496017456,1,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.14266908168792725,1.7861438989639282,2,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.052630603313446045,1.7704694271087646,3,2,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.014929059892892838,1.7189512252807617,0,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.04260910674929619,1.7180792093276978,1,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,3.061552078520435e-08,1.6914043426513672,2,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,2.212233084719628e-06,1.691411018371582,3,3,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,7.465823000529781e-05,1.6923762559890747,0,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,1.6336672015171416e-09,1.6914088726043701,1,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.10820144414901733,1.7827574014663696,2,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,6.770464744398907e-10,1.6914043426513672,3,4,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,5.441996555702378e-34,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,8.15210878939311e-22,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,4.4319534936221316e-05,1.7345161437988281,2,5,14067712,EleutherAI/pythia-14m,step80000,80000
He had a legal appeal.,appeal,appeal, legal,0.5191714763641357,1.76170814037323,3,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.19463703036308289,1.7818992137908936,0,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.0004641361883841455,1.7201870679855347,1,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.08969219028949738,1.7724130153656006,2,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.02276637963950634,1.7531006336212158,3,0,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.25442424416542053,1.7508907318115234,0,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.24146941304206848,1.7878696918487549,1,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.19537483155727386,1.7869842052459717,2,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,3.746363290701993e-07,1.7302302122116089,3,1,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.32074084877967834,1.783224105834961,0,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.834700345993042,1.7304750680923462,1,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.2003927230834961,1.785531759262085,2,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.09518608450889587,1.7539784908294678,3,2,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.005233277101069689,1.7576594352722168,0,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.11930986493825912,1.7833445072174072,1,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,3.920563074188976e-08,1.6929302215576172,2,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,2.9259763323352672e-06,1.6934387683868408,3,3,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.0012324053095653653,1.6961860656738281,0,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,3.828814953976689e-08,1.6914044618606567,1,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.1575201153755188,1.786546230316162,2,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,0.0010387918446213007,1.7722222805023193,3,4,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,2.2373905234528834e-22,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,2.1444822777993977e-05,1.6914118528366089,1,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,1.4992433534644078e-06,1.7067190408706665,2,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a tense atmosphere.,atmosphere,atmosphere, tense,1.100495250483391e-08,1.693707823753357,3,5,14067712,EleutherAI/pythia-14m,step80000,80000
It was a hostile atmosphere.,atmosphere,atmosphere, hostile,0.027827028185129166,1.7746822834014893,0,0,14067712,EleutherAI/pythia-14m,step80000,80000
