sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate act.,act,act, desperate,0.005175583530217409,1.7680988311767578,0,0,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.027484435588121414,1.7567379474639893,1,0,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.38748887181282043,1.7773816585540771,2,0,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.49924761056900024,1.7766268253326416,3,0,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.09174710512161255,1.715776801109314,0,1,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.3688906133174896,1.784240961074829,1,1,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.08514813333749771,1.7719299793243408,2,1,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,2.2613666317283787e-07,1.7276840209960938,3,1,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.3981303870677948,1.7799187898635864,0,2,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.7624545097351074,1.7435191869735718,1,2,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.17664483189582825,1.7862964868545532,2,2,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.054785002022981644,1.7560676336288452,3,2,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.040649499744176865,1.7481106519699097,0,3,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,2.2584763428312726e-06,1.6916286945343018,1,3,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,8.586249578002025e-07,1.7041566371917725,2,3,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,1.3429395266939537e-06,1.6938190460205078,3,3,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.00020411873992998153,1.6972962617874146,0,4,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,8.817052048470941e-07,1.6914048194885254,1,4,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.3628883957862854,1.785609483718872,2,4,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.050144221633672714,1.7045068740844727,3,4,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,7.369336303525334e-31,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,5.28084937110806e-26,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,0.005015557166188955,1.6930736303329468,2,5,14067712,EleutherAI/pythia-14m,step98000,98000
It was a desperate act.,act,act, desperate,2.769405000435654e-06,1.6914050579071045,3,5,14067712,EleutherAI/pythia-14m,step98000,98000
It was a humane act.,act,act, humane,0.02047504484653473,1.9262173175811768,0,0,14067712,EleutherAI/pythia-14m,step98000,98000
It was a humane act.,act,act, humane,0.003474730532616377,1.9072930812835693,1,0,14067712,EleutherAI/pythia-14m,step98000,98000
It was a humane act.,act,act, humane,0.09599627554416656,1.929283857345581,2,0,14067712,EleutherAI/pythia-14m,step98000,98000
It was a humane act.,act,act, humane,0.1764945387840271,1.9393129348754883,3,0,14067712,EleutherAI/pythia-14m,step98000,98000
It was a humane act.,act,act, humane,0.028612423688173294,1.867409348487854,0,1,14067712,EleutherAI/pythia-14m,step98000,98000
It was a humane act.,act,act, humane,0.19913649559020996,1.9413783550262451,1,1,14067712,EleutherAI/pythia-14m,step98000,98000
