sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate act.,act,act, desperate,0.019092556089162827,1.7620751857757568,0,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.027404364198446274,1.765847086906433,1,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.06746135652065277,1.7410269975662231,2,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.36428481340408325,1.7833741903305054,3,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.09735706448554993,1.7199985980987549,0,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.44662731885910034,1.7814695835113525,1,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.03313566371798515,1.7727149724960327,2,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.00012064562906743959,1.7636260986328125,3,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.6181027293205261,1.7638635635375977,0,2,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.7742714285850525,1.7416713237762451,1,2,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.1400848925113678,1.7812398672103882,2,2,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.11282762885093689,1.7658641338348389,3,2,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.0372890904545784,1.7460403442382812,0,3,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.25751325488090515,1.7863980531692505,1,3,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,2.363287308071449e-07,1.691467046737671,2,3,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,4.4105607344135933e-07,1.6916546821594238,3,3,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.16170822083950043,1.7829698324203491,0,4,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.03968513756990433,1.7214096784591675,1,4,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.3226316571235657,1.7848632335662842,2,4,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.37418049573898315,1.7840139865875244,3,4,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,3.391803060637244e-09,1.7504891157150269,0,5,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,6.079955289228778e-11,1.6914048194885254,1,5,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,0.23543907701969147,1.7786176204681396,2,5,14067712,EleutherAI/pythia-14m,step45000,45000
It was a desperate act.,act,act, desperate,4.219283292026957e-15,1.6923332214355469,3,5,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.009686591103672981,1.9173994064331055,0,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.007708118297159672,1.9212844371795654,1,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.05171066150069237,1.9032433032989502,2,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.07089778780937195,1.938680648803711,3,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.05334340035915375,1.8781180381774902,0,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.22801996767520905,1.9404330253601074,1,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.057835303246974945,1.9267454147338867,2,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.0016234525246545672,1.9166165590286255,3,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.21012257039546967,1.9354093074798584,0,2,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.4741211533546448,1.8875327110290527,1,2,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.11979834735393524,1.9381203651428223,2,2,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.013679500669240952,1.922932505607605,3,2,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.19511975347995758,1.9288263320922852,0,3,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.10246890783309937,1.9412726163864136,1,3,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.005723085254430771,1.8569012880325317,2,3,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.022043444216251373,1.864588737487793,3,3,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.02172701619565487,1.93243408203125,0,4,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.0111760962754488,1.8804460763931274,1,4,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.07831303775310516,1.9400817155838013,2,4,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.10481345653533936,1.937757134437561,3,4,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,2.7273061277810484e-05,1.8536456823349,0,5,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,1.4689978122817138e-08,1.8536362648010254,1,5,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.036280471831560135,1.9183616638183594,2,5,14067712,EleutherAI/pythia-14m,step45000,45000
It was a humane act.,act,act, humane,0.00031948022660799325,1.855614423751831,3,5,14067712,EleutherAI/pythia-14m,step45000,45000
It was a magic act.,act,act, magic,0.01541115902364254,1.7617239952087402,0,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a magic act.,act,act, magic,0.0052825529128313065,1.7639377117156982,1,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a magic act.,act,act, magic,0.03712866082787514,1.7362666130065918,2,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a magic act.,act,act, magic,0.27927789092063904,1.784942388534546,3,0,14067712,EleutherAI/pythia-14m,step45000,45000
It was a magic act.,act,act, magic,0.15739981830120087,1.7305634021759033,0,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a magic act.,act,act, magic,0.3053436577320099,1.7874293327331543,1,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a magic act.,act,act, magic,0.09928373247385025,1.7778420448303223,2,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a magic act.,act,act, magic,1.7937236407306045e-05,1.7624715566635132,3,1,14067712,EleutherAI/pythia-14m,step45000,45000
It was a magic act.,act,act, magic,0.587097704410553,1.7682840824127197,0,2,14067712,EleutherAI/pythia-14m,step45000,45000
It was a magic act.,act,act, magic,0.8836463093757629,1.7202037572860718,1,2,14067712,EleutherAI/pythia-14m,step45000,45000
It was a magic act.,act,act, magic,0.18642988801002502,1.783921241760254,2,2,14067712,EleutherAI/pythia-14m,step45000,45000
