sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate act.,act,act, desperate,0.016207415610551834,1.764605164527893,0,0,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.024380333721637726,1.765689492225647,1,0,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.15721550583839417,1.7603832483291626,2,0,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.40070146322250366,1.7802884578704834,3,0,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.13780367374420166,1.7278428077697754,0,1,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.3772156238555908,1.7844421863555908,1,1,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.058955904096364975,1.77614164352417,2,1,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,1.1183529750269372e-05,1.7488116025924683,3,1,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.5348395109176636,1.7712337970733643,0,2,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.7806849479675293,1.7405614852905273,1,2,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.2022119164466858,1.78446364402771,2,2,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.08805213123559952,1.7562007904052734,3,2,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.0019932386931031942,1.7180023193359375,0,3,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.036972250789403915,1.7779173851013184,1,3,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,3.783029722814746e-10,1.6914079189300537,2,3,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,1.8294312553734926e-07,1.691519021987915,3,3,14067712,EleutherAI/pythia-14m,step66000,66000
It was a desperate act.,act,act, desperate,0.1112780049443245,1.780429482460022,0,4,14067712,EleutherAI/pythia-14m,step66000,66000
