sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,step
It was a desperate act.,act,act, desperate,0.11492723971605301,1.7856098413467407,0,0,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.2903253138065338,1.787796139717102,1,0,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.30080944299697876,1.787684679031372,2,0,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.11229604482650757,1.7880001068115234,3,0,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.10372219979763031,1.7872596979141235,0,1,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.2551153600215912,1.7872025966644287,1,1,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.12004402279853821,1.7862775325775146,2,1,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.16454870998859406,1.7836699485778809,3,1,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.21758924424648285,1.7877981662750244,0,2,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.0702289268374443,1.7854455709457397,1,2,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.24914208054542542,1.788020133972168,2,2,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.1811104565858841,1.78877592086792,3,2,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.16193002462387085,1.787392497062683,0,3,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.15013541281223297,1.7885124683380127,1,3,14067712,EleutherAI/pythia-14m,step16,16
It was a desperate act.,act,act, desperate,0.17675969004631042,1.7881128787994385,2,3,14067712,EleutherAI/pythia-14m,step16,16
