sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step,model_modification,layers_modified,heads_modified
It was a desperate act.,It was a magic act.,act,act,Different Sense,1.8002995538779487e-08,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.019860496375379455,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03899464406948716,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2762082515826765,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10658942427033868,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06901500926289039,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04705276009712722,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,1.8002995538779487e-08,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.024316803988268965,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04392817969753149,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.34480661266172064,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08665762387378928,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06136195482625517,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.047033373267239886,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a humane act.,It was a magic act.,act,act,Different Sense,1.8002995538779487e-08,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.005523540141097905,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03814848020813921,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.2747201847094569,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.048584175615703495,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.040275856901446416,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0332934303478708,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a humane act.,It was a comedic act.,act,act,Different Sense,1.8002995538779487e-08,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0054802303527314855,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step35000,35000,ablate_zero,"[2, 2]","[3, 2]"
