sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step,model_modification,layers_modified,heads_modified
It was a desperate act.,It was a magic act.,act,act,Different Sense,1.6007594805245162e-08,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000,ablate_copy_step1,"[2, 2]","[2, 3]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.011243697251731022,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000,ablate_copy_step1,"[2, 2]","[2, 3]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.025345721707467184,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000,ablate_copy_step1,"[2, 2]","[2, 3]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2365613813564077,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000,ablate_copy_step1,"[2, 2]","[2, 3]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06936726722513165,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000,ablate_copy_step1,"[2, 2]","[2, 3]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.036948223218758236,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000,ablate_copy_step1,"[2, 2]","[2, 3]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0007625469989800404,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step143000,143000,ablate_copy_step1,"[2, 2]","[2, 3]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,1.6007594805245162e-08,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000,ablate_copy_step1,"[2, 2]","[2, 3]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.02358157454920984,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000,ablate_copy_step1,"[2, 2]","[2, 3]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05388754763342596,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000,ablate_copy_step1,"[2, 2]","[2, 3]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.30639865465783056,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step143000,143000,ablate_copy_step1,"[2, 2]","[2, 3]"
