sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step,model_modification,layers_modified,heads_modified
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step87000,87000,ablate_zero,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01992332935333252,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step87000,87000,ablate_zero,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04300886392593384,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step87000,87000,ablate_zero,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.22389572858810425,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step87000,87000,ablate_zero,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.045353710651397705,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step87000,87000,ablate_zero,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04328888654708862,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step87000,87000,ablate_zero,[2],[0]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0006493330001831055,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step87000,87000,ablate_zero,[2],[0]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step87000,87000,ablate_zero,[2],[0]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03129005432128906,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step87000,87000,ablate_zero,[2],[0]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07289868593215942,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step87000,87000,ablate_zero,[2],[0]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.25757431983947754,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step87000,87000,ablate_zero,[2],[0]
