sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act, desperate,0.05348997563123703,1.776548147201538,0,0,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.0014900530222803354,1.7696610689163208,1,0,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.10612310469150543,1.7832348346710205,2,0,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.3142523169517517,1.7870044708251953,3,0,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.06824520230293274,1.7103638648986816,0,1,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.2771182358264923,1.772576928138733,1,1,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.3584228456020355,1.775475025177002,2,1,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.21527332067489624,1.7864327430725098,3,1,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.368961364030838,1.7794265747070312,0,2,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.16881920397281647,1.7843477725982666,1,2,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,5.765368651239333e-12,1.7361490726470947,2,2,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.12174579501152039,1.7481212615966797,3,2,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.16349266469478607,1.772712230682373,0,3,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.15725204348564148,1.788137674331665,1,3,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.15802542865276337,1.78717839717865,2,3,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.8188947439193726,1.733527660369873,3,3,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.0037502197083085775,1.7748868465423584,0,4,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.27846765518188477,1.78752601146698,1,4,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,2.3898715880932286e-05,1.7654273509979248,2,4,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,1.9758779501444224e-07,1.7539125680923462,3,4,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,0.513579785823822,1.7737786769866943,0,5,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,2.955996933451388e-06,1.708313226699829,1,5,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
It was a desperate act.,act,act, desperate,7.255452139152789e-15,1.7011520862579346,2,5,14067712,EleutherAI/pythia-14m,step74000,seed4,4,74000
