sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act, desperate,0.011846727691590786,1.723608136177063,0,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.06701470166444778,1.7724695205688477,1,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.8729360103607178,1.7227215766906738,2,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.4272017180919647,1.7794249057769775,3,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.07192713022232056,1.7500171661376953,0,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.07375744730234146,1.7138735055923462,1,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,5.185823465581052e-05,1.7613563537597656,2,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.19293533265590668,1.7786221504211426,3,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.07027172297239304,1.7681916952133179,0,2,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.0908149927854538,1.771233320236206,1,2,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.8635727167129517,1.7245233058929443,2,2,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.2373242825269699,1.7847285270690918,3,2,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.16329044103622437,1.7797281742095947,0,3,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,3.0747088902716158e-12,1.6914043426513672,1,3,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,4.2032349822918036e-11,1.691405177116394,2,3,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.19550299644470215,1.78436279296875,3,3,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,3.734547584928896e-18,1.6914043426513672,0,4,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,9.287717962568132e-25,1.6914043426513672,1,4,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,1.5005231012257293e-16,1.6914043426513672,2,4,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,9.230558483362683e-14,1.6914043426513672,3,4,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,7.418066269755663e-13,1.6914043426513672,0,5,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.28196093440055847,1.7663391828536987,1,5,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.021781088784337044,1.6972509622573853,2,5,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a desperate act.,act,act, desperate,0.9059898257255554,1.7149226665496826,3,5,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.001942198257893324,1.8847100734710693,0,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.0021779413800686598,1.9260265827178955,1,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.1128377839922905,1.9413158893585205,2,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.07131311297416687,1.9280204772949219,3,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.02233826369047165,1.8708970546722412,0,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.0002800907241180539,1.8545801639556885,1,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,1.4714607459609397e-05,1.9174067974090576,2,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.07762734591960907,1.9264806509017944,3,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.023169100284576416,1.9218333959579468,0,2,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.026450393721461296,1.9250813722610474,1,2,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.44430482387542725,1.8883386850357056,2,2,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.1929360032081604,1.9412822723388672,3,2,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.036599453538656235,1.9269524812698364,0,3,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,2.820219835442117e-09,1.8536312580108643,1,3,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,1.0349944012943979e-08,1.8536326885223389,2,3,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.05963917821645737,1.9385608434677124,3,3,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,1.7370881720905945e-21,1.8536312580108643,0,4,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,3.6735866919177725e-25,1.8536312580108643,1,4,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,6.25510618791361e-19,1.8536312580108643,2,4,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,2.3182559871770536e-08,1.8536312580108643,3,4,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,1.4678223969610826e-08,1.8536322116851807,0,5,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.026452144607901573,1.8864898681640625,1,5,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.0026716282591223717,1.8549621105194092,2,5,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a humane act.,act,act, humane,0.0189462099224329,1.8627796173095703,3,5,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a magic act.,act,act, magic,0.0008471381152048707,1.7214523553848267,0,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a magic act.,act,act, magic,0.011879939585924149,1.768524169921875,1,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a magic act.,act,act, magic,0.23055922985076904,1.7870523929595947,2,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a magic act.,act,act, magic,0.1519831120967865,1.779937982559204,3,0,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a magic act.,act,act, magic,0.10528494417667389,1.7362844944000244,0,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a magic act.,act,act, magic,0.012829403392970562,1.6960089206695557,1,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a magic act.,act,act, magic,1.8414580154058058e-06,1.7618658542633057,2,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a magic act.,act,act, magic,0.35845160484313965,1.7769891023635864,3,1,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
It was a magic act.,act,act, magic,0.05349976196885109,1.766247034072876,0,2,14067712,EleutherAI/pythia-14m,step136000,seed5,5,136000
