sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act, desperate,0.5504723787307739,1.7719746828079224,0,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.14571310579776764,1.7696622610092163,1,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.05872047320008278,1.7627770900726318,2,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.4961770176887512,1.7756612300872803,3,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,1.7660256617091363e-06,1.7267439365386963,0,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,2.5818692392931553e-06,1.763450026512146,1,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.06777137517929077,1.7143855094909668,2,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.45855599641799927,1.7775174379348755,3,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.22850589454174042,1.7853715419769287,0,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.07926522940397263,1.7852082252502441,1,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.42983582615852356,1.7814271450042725,2,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.353216290473938,1.770061731338501,3,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.17199325561523438,1.7884325981140137,0,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.7789963483810425,1.7407889366149902,1,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.17128697037696838,1.7806999683380127,2,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.29969558119773865,1.7814048528671265,3,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,1.1899211616039906e-09,1.7614829540252686,0,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,3.490175686238217e-06,1.7459650039672852,1,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,6.82468082047194e-10,1.7615857124328613,2,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,2.3513571732053373e-12,1.7609658241271973,3,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,2.295072588200721e-21,1.7062103748321533,0,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,1.3023200554654195e-23,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,8.748555548984336e-20,1.6914043426513672,2,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a desperate act.,act,act, desperate,0.010808301158249378,1.7631571292877197,3,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.2522754371166229,1.9309123754501343,0,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.12103235721588135,1.937688946723938,1,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.02718247100710869,1.9140983819961548,2,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.1402893364429474,1.9386088848114014,3,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.08366863429546356,1.9128646850585938,0,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.0009085168712772429,1.9189294576644897,1,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.01874038204550743,1.867224931716919,2,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.23490583896636963,1.9381353855133057,3,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.09646549820899963,1.9403663873672485,0,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.05742441862821579,1.9406943321228027,1,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.13864365220069885,1.9402446746826172,2,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.14597029983997345,1.9159029722213745,3,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.10215716063976288,1.9427449703216553,0,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.44094011187553406,1.8958179950714111,1,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.05197286605834961,1.933314323425293,2,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.10965467989444733,1.9385452270507812,3,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,1.075661884897272e-06,1.9162263870239258,0,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,1.9623535990831442e-05,1.912009835243225,1,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,2.7250489438301884e-06,1.9104410409927368,2,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,7.953504521651666e-10,1.9078364372253418,3,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,3.7168415047139636e-12,1.8536312580108643,0,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,3.4572144409425465e-13,1.8536312580108643,1,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,6.657959172851303e-19,1.8536312580108643,2,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a humane act.,act,act, humane,0.004262285307049751,1.9163697957992554,3,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.15170498192310333,1.7828407287597656,0,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.06087678298354149,1.7628874778747559,1,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.022266359999775887,1.759238362312317,2,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.40096133947372437,1.7806189060211182,3,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,1.0299253517587204e-05,1.715705156326294,0,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,1.4387016022965327e-09,1.7516610622406006,1,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.09677612781524658,1.7212984561920166,2,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.5157252550125122,1.7736088037490845,3,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.17906036972999573,1.7848632335662842,0,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.175922229886055,1.78825044631958,1,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.19900228083133698,1.7878869771957397,2,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.27509447932243347,1.756338119506836,3,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.18406914174556732,1.7882713079452515,0,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.8152257204055786,1.7342486381530762,1,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.08491633832454681,1.7831752300262451,2,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.3225719928741455,1.7835164070129395,3,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,2.762217676810508e-10,1.7614144086837769,0,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,1.7583384760655463e-05,1.7469143867492676,1,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,5.4685846129221005e-11,1.758202075958252,2,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,4.8307673833347664e-11,1.7579363584518433,3,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.02832823246717453,1.6989617347717285,0,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,1.4761414313113619e-08,1.6914043426513672,1,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.9858821630477905,1.6952203512191772,2,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
It was a magic act.,act,act, magic,0.05165572836995125,1.724547028541565,3,5,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.30045345425605774,1.7684894800186157,0,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.0937032401561737,1.7836072444915771,1,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.017567448318004608,1.75689697265625,2,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.09329903870820999,1.7831203937530518,3,0,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,2.2744174202671275e-05,1.692743182182312,0,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,7.138399593653588e-11,1.737046480178833,1,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.13096027076244354,1.7293689250946045,2,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.4293929636478424,1.7800523042678833,3,1,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.16991031169891357,1.7833963632583618,0,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.061366111040115356,1.7744882106781006,1,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.18002837896347046,1.7832709550857544,2,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.33674654364585876,1.7710106372833252,3,2,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.08230382949113846,1.779463768005371,0,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.7989705801010132,1.7371158599853516,1,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.05423128604888916,1.7583597898483276,2,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,0.28087007999420166,1.7724714279174805,3,3,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,3.799352732382008e-14,1.7596237659454346,0,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,6.517364230761158e-14,1.7396910190582275,1,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,1.7855651039764414e-14,1.7573144435882568,2,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
He had a universal appeal.,appeal,appeal, universal,1.0368557412394203e-14,1.7606135606765747,3,4,14067712,EleutherAI/pythia-14m,step108000,seed6,6,108000
