sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act, desperate,0.18758177757263184,1.783980369567871,0,0,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.0018983312183991075,1.7656621932983398,1,0,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.12753193080425262,1.78466796875,2,0,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.1463662087917328,1.784848928451538,3,0,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.018762808293104172,1.6986018419265747,0,1,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.47518035769462585,1.7737382650375366,1,1,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.50133216381073,1.7725937366485596,2,1,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.17829163372516632,1.7881011962890625,3,1,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.1917717456817627,1.7821413278579712,0,2,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.28484177589416504,1.7861096858978271,1,2,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,1.0222351853883538e-09,1.7458224296569824,2,2,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.08057384192943573,1.749579668045044,3,2,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.10023247450590134,1.7563413381576538,0,3,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.08562849462032318,1.7854832410812378,1,3,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.10897541791200638,1.7854223251342773,2,3,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.8587139248847961,1.7255877256393433,3,3,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.005164128262549639,1.7783433198928833,0,4,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.3955364525318146,1.7790837287902832,1,4,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.002672805218026042,1.7721984386444092,2,4,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,1.7914670991103776e-07,1.7604131698608398,3,4,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.4589892327785492,1.7794153690338135,0,5,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,0.025371311232447624,1.6981909275054932,1,5,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,3.34857904817909e-05,1.7548408508300781,2,5,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a desperate act.,act,act, desperate,1.3600628435972428e-11,1.7074565887451172,3,5,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.12818202376365662,1.9397897720336914,0,0,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.002889870200306177,1.9196782112121582,1,0,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.09862023591995239,1.9399356842041016,2,0,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.10725534707307816,1.9407715797424316,3,0,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.002064403612166643,1.856074571609497,0,1,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.05642867088317871,1.92507004737854,1,1,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.30430537462234497,1.9264657497406006,2,1,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.0699213296175003,1.9417667388916016,3,1,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.08971595764160156,1.921343445777893,0,2,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.12535220384597778,1.9407601356506348,1,2,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,8.87737114680931e-05,1.9020981788635254,2,2,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.039701834321022034,1.9056497812271118,3,2,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
It was a humane act.,act,act, humane,0.11364936083555222,1.9335033893585205,0,3,14067712,EleutherAI/pythia-14m,step56000,seed4,4,56000
