sentence,word,string,disambiguating_word,Attention,Entropy,Head,Layer,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,act,act, desperate,0.17361745238304138,1.7871239185333252,0,0,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.11748447269201279,1.7804932594299316,1,0,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.2255689650774002,1.7881355285644531,2,0,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.22987613081932068,1.7867763042449951,3,0,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.04929235577583313,1.775655746459961,0,1,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.8381980657577515,1.7298636436462402,1,1,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.47361069917678833,1.7689851522445679,2,1,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.20546619594097137,1.7805707454681396,3,1,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.23859108984470367,1.7861144542694092,0,2,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.1033560037612915,1.78633451461792,1,2,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.002670581918209791,1.7781734466552734,2,2,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.212999626994133,1.782949447631836,3,2,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.1485709547996521,1.7574849128723145,0,3,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.3436398208141327,1.785314917564392,1,3,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.12529687583446503,1.7808809280395508,2,3,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.7676261067390442,1.7429335117340088,3,3,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.01669038087129593,1.7718415260314941,0,4,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.45041200518608093,1.7795684337615967,1,4,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.03912954032421112,1.7718439102172852,2,4,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,7.931245636427775e-05,1.7395288944244385,3,4,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
It was a desperate act.,act,act, desperate,0.6757425665855408,1.7579154968261719,0,5,14067712,EleutherAI/pythia-14m,step10000,seed4,4,10000
