sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step,model_modification,layers_modified,heads_modified
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.020540833473205566,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0387304425239563,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08227741718292236,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13524657487869263,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13505691289901733,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.17763924598693848,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.022999227046966553,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.044544875621795654,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.13360977172851562,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09211724996566772,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10283011198043823,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step25000,25000,ablate_copy_step1,[2],[1]
