sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0434390996343994,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04448713322945308,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2441722966039105,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07408589447627045,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0543587839170705,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0003324939218380951,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04262927980144415,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04835645759042495,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.18311272123888278,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.052233216717403885,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03536528112161197,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0002568814773686867,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.005124266718912085,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.006997355541266015,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.13377808631053312,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.02587249218494403,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.010837468324140342,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.00016172796414737345,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step98000,seed5,5,98000
