sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,7.634991416871628e-09,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04174944617490173,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.029667757172445186,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2483579017913099,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08114211920415915,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09394546481667765,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.14599211273091772,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,7.634991416871628e-09,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.032207314935618014,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.025182133392024242,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.33759514214436903,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05918291205566861,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0928147790591296,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1254417208417885,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a magic act.,act,act,Different Sense,7.634991416871628e-09,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0034864558550659064,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0061034932269437014,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.28022451303884777,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.034291687176788765,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.019177529795038728,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.033179817880202966,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a comedic act.,act,act,Different Sense,7.634991416871628e-09,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.04075831148906295,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.024906648896961814,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.30946176918725443,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.057958384820510855,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.042312699149372524,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06642820802483129,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a humane act.,act,act,Same Sense,7.634991416871628e-09,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.04537254691993242,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.034051198447814346,2,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.2888187395016848,3,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0864090094063501,4,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.10500238960611596,5,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step41000,seed7,7,41000
