sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,6.257582896296299e-09,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03255065987185213,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.027923757603371513,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.19132042590784415,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06400473981791266,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09833267062686135,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.17392850911264413,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,6.257582896296299e-09,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.050631563385167055,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03344233414122799,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.37258692186679154,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.061424065915126835,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.11713898781685705,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1679650847888977,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a magic act.,act,act,Different Sense,6.257582896296299e-09,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.030305246723373314,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.019701408228013362,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.33316437823395784,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04659743366223701,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.025518163912390368,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04382955572037672,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a comedic act.,act,act,Different Sense,6.257582896296299e-09,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1164133614735875,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.04535814518258008,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.3618673038409652,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06778526052207445,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05549375553410041,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.09883817432613329,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a humane act.,act,act,Same Sense,6.257582896296299e-09,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05692219347044558,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.03290980173044511,2,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.2748179824529149,3,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.07069810168801793,4,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.09964713805928482,5,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.17039700982441408,6,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a magic act.,It was a comedic act.,act,act,Same Sense,6.257582896296299e-09,0,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.05235331997545223,1,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.029307965200921715,2,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.30712853449397925,3,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.05726908387490359,4,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.04474177119453049,5,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.07721884886088204,6,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,1.2771161572722178e-08,0,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.015895463811535504,1,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step56000,seed7,7,56000
