sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.007919881864060563,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04177213565240023,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05143115201124626,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.161146780665529,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05984915312775019,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.009622201779162398,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.008912803590161666,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03665323660944886,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04819721898007501,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.17002091886918236,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07840366159595846,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.011415633104509104,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0019581520567113486,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.027110442266483292,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.021254148495125524,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08073810409830329,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04111106458602032,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.00731675657507691,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.003380017948276026,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.02773024571341276,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.02089088775680159,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1083800568997868,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.030992466314219147,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.004793767913612412,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.007274171850847666,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.054272429576450065,2,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.053013402289878275,3,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.11813653520003986,4,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.06529966548096311,5,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.010367004325735452,6,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0,0,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0035318836755035,1,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.020352227638896436,2,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0200606837703039,3,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.09341310006497594,4,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.05172094700963559,5,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.010083864301233092,6,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,5.51885492861004e-09,0,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.016131317657176014,1,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.01595497631269216,2,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step75000,seed3,3,75000
