sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02508347167918512,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.036524726916293826,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2416143976229792,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04975330632594044,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.054629016661712826,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.002672726601593789,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.044792379620854805,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0485703221566437,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.3278502494216574,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04647001763850478,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05787603375224992,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0030920976016719504,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.01996956715474807,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.01700432268765162,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.23192293998252034,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.031651895491944804,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.015385164651058658,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0007974110049948635,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.056285190767703,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.029132953607794887,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.27860547197455343,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.03333193472151941,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.02234016016546947,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0010515691175172481,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.04169029856884954,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.041937475126866075,2,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.24384743818070564,3,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.04548026353720169,4,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05464110994606175,5,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.003053868692515005,6,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0,0,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.026028430231699318,1,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.02105024459339233,2,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.2313792306852902,3,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.028407888596146846,4,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.01858593819735599,5,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0007388509876609106,6,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0,0,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.008896138937329434,1,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.01144945803201447,2,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.1895167299797531,3,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0140261137664619,4,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.00965981199934951,5,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0005165210174791213,6,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step90000,seed7,7,90000
