sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05797639876521232,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07496294952477578,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.15366730668272477,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13521423082315065,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1437497989290354,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.15263861986428706,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05815320424402559,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07172971243702275,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1597660353647119,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.13147888103952154,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09055992085598208,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10150133009450801,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.013716424354396572,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.01393015070183179,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.09850809930045601,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07997656822316301,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08989201967314597,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.09656266491926746,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.019997099467743862,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.017179641162623493,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.12882478500530592,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.09685191377995839,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.04702268532735987,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05715222853802426,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.05071188284465,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.06661941224582568,2,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.13839259496998313,3,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.11632509471851238,4,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step33000,seed1,1,33000
