sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.010665556715174995,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.028625742679510235,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.048142949146496195,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13994892229156586,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0760787480417302,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0018587679869057627,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.004014066390442994,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.012664415774811921,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06326517141664856,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2534809559461495,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.12282093577510045,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step92000,seed8,8,92000
