sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,1.5959657817532502e-08,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.007603220522410248,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02653404991483954,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.16158410805944856,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07319924169709713,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.048621693426944,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05381144328292342,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,1.5959657817532502e-08,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.007886921520348311,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.039839591149977926,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10604580925938467,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04790076369900165,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06415099433793614,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08788603562860253,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a humane act.,It was a magic act.,act,act,Different Sense,1.5959657817532502e-08,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0009747881750210574,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.009760067199376943,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.13423807331001447,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.038886239607200945,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.040013671769170145,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04976102254190384,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a humane act.,It was a comedic act.,act,act,Different Sense,1.5959657817532502e-08,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0010634121995407586,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step16000,seed5,5,16000
