sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.020055224949882988,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.033169165584138405,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.19591980597619962,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07905793498708935,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07633508760838748,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0871833207570023,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.017983141342708064,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05312337979116111,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2515764108551948,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09654993530997624,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10674279765532457,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step9000,seed7,7,9000
