sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.023210349085733828,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04568996789508961,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.059388888877508816,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1898157423684541,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.039248552258117186,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0002314433560408613,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07683717978492866,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0685429584246201,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1074777158329584,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.3030394789268448,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07520651540541179,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.00043950198145503716,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.021270852863925382,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04549340075990049,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.040296258743358515,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.15316095742511526,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.01989622626710752,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.00014692115502279446,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.054018826845034784,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.049615054744344245,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05863511991811754,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.12383250841401128,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0328464126484761,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.000216599820366703,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.020625618591879502,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.029592325326464608,2,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.04619226233638729,3,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.18821511573084115,4,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.03589025137559165,5,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.00013385382664232726,6,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0,0,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.06545206822640737,1,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.08825284181063697,2,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.08667685361515576,3,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.21132985469914622,4,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.04341132813231252,5,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0003511596245155957,6,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0,0,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.020710201676120032,1,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.025059762166982358,2,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.06021192200231462,3,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.12543761407181975,4,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.04091894352709968,5,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.00036248156921014907,6,1.571428571,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0,0,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.014902384683018632,1,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.03614706076350571,2,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.08108806324934037,3,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.1958886001897192,4,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.05934553139903975,5,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0006722479230096834,6,1.0,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0,0,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.02954970206308305,1,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.06913950617800069,2,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0886693269005786,3,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.17708738952532666,4,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.041128078970229964,5,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a legal appeal.,appeal,appeal,Different Sense,0.0004442376572577622,6,1.235294118,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0,0,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.008209014469835463,1,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0503081533853742,2,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.06735670944397043,3,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.1953061357823228,4,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.045810338828050745,5,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had an undefinable appeal.,He had a pending appeal.,appeal,appeal,Different Sense,0.0005834849572999845,6,0.714285714,8,6,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.0,0,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.01675119910355971,1,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.06412432555028336,2,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.0657259969002485,3,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.105126215611003,4,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.026775928101109958,5,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a universal appeal.,He had an undefinable appeal.,appeal,appeal,Same Sense,0.00021112701671621714,6,3.7,6,8,2,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.0,0,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.02813727708767777,1,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.05083729787865354,2,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.07693771780225178,3,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
He had a legal appeal.,He had a pending appeal.,appeal,appeal,Same Sense,0.16858694792172546,4,3.272727273,6,6,0,14067712,EleutherAI/pythia-14m,step99000,seed6,6,99000
