sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,9.331467820672401e-10,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03853232036108045,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03670596792551262,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0508296013367987,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06645244696603125,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.063372555894872,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04717041815866152,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,9.331467820672401e-10,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08112337339986986,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07647696572121543,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08940759497858108,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09893390247239386,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10326161779165488,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08273426634495817,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a magic act.,act,act,Different Sense,9.331467820672401e-10,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03306677154248361,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03521054414391378,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.05167921070215631,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0709202747425961,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07780138515569279,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07041406888021118,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a comedic act.,act,act,Different Sense,9.331467820672401e-10,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06274120169057706,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06366200786887732,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.07232492415307701,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.08034725050844826,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.08811567245716778,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.08331947833838849,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
It was a desperate act.,It was a humane act.,act,act,Same Sense,9.331467820672401e-10,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step16,seed5,5,16
