sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.009595356046918746,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.021238596855581604,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.22686979359161585,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.12403223452549583,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.029808444679487955,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0019175704411162897,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.021311468424238367,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.047524591001437466,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.24847561492276415,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.13862772044560479,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.02769668347445342,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0024865208563047414,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.005242385759197665,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.01067164539888188,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.11584795136185844,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.06224475094473281,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.018734297882272766,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.001393774350519128,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.015999127554252035,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.02862562626050036,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17238466372595462,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.09913812012795586,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.019655833453947502,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.001903467229521838,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.008178746034757989,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.022283500021184843,2,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.17309577659607578,3,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.11192323739784071,4,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.030095344524123768,5,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0019562939360308063,6,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.0,0,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.011546150456433701,1,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.02312958998145931,2,3.764705882,6,7,1,14067712,EleutherAI/pythia-14m,step65000,seed2,2,65000
