sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,seed_name,seed,step
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02989022739259317,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09936546885634834,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.040796136164006125,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1687717516902847,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.059616163490919694,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0026017281605326126,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.041960602923860946,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.13992348011155842,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09565632013628611,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2120040851634717,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04593837153679514,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.002427921176597736,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.010111026691827063,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.030999719542708415,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.008253533012837821,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.17890587848095507,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.012368258432419732,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0004993518063468594,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step112000,seed4,4,112000
