sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,token_diffs,n_params,mpath,revision,step,model_modification,layers_modified,heads_modified
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.016812920570373535,1,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.030665278434753418,2,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2103271484375,3,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.036087989807128906,4,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.030242085456848145,5,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0010303854942321777,6,2.181818182,6,6,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.030306696891784668,1,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05824464559555054,2,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.23074638843536377,3,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04363280534744263,4,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03727269172668457,5,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0017240643501281738,6,2.0,6,7,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.005729019641876221,1,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.022238612174987793,2,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1831311583518982,3,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.024612069129943848,4,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.01685953140258789,5,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0009080171585083008,6,2.818181818,7,6,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.015457868576049805,1,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.029384493827819824,2,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.15977102518081665,3,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.024609863758087158,4,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.02019953727722168,5,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0013158321380615234,6,2.80952381,7,7,0,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.0,0,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.013252079486846924,1,3.9,6,7,1,14067712,EleutherAI/pythia-14m,step79000,79000,rescue_copy_step143000,"[2, 2]","[0, 1]"
